filename,width,height,class,xmin,ymin,xmax,ymax
image7.png,2358,1350,tent,998,433,1050,479
image7.png,2358,1350,tent,879,136,926,204
image7.png,2358,1350,tent,929,153,958,188
image7.png,2358,1350,tent,707,144,798,205
image7.png,2358,1350,tent,715,683,785,753
image7.png,2358,1350,tent,941,525,1002,598
image7.png,2358,1350,tent,1094,486,1191,550
image7.png,2358,1350,tent,853,665,900,727
image7.png,2358,1350,tent,703,831,766,902
image7.png,2358,1350,tent,661,877,710,941
image7.png,2358,1350,tent,880,391,918,430
image7.png,2358,1350,tent,928,239,996,298
image7.png,2358,1350,tent,1043,334,1105,378
image7.png,2358,1350,tent,1373,222,1447,295
image7.png,2358,1350,tent,1537,493,1592,533
image7.png,2358,1350,tent,1490,619,1582,695
image7.png,2358,1350,tent,1346,582,1405,639
image7.png,2358,1350,tent,1230,480,1265,526
image7.png,2358,1350,tent,1323,710,1355,735
image7.png,2358,1350,tent,789,579,853,617
image7.png,2358,1350,tent,1072,713,1117,764
image7.png,2358,1350,not_tent,819,845,866,911
image7.png,2358,1350,not_tent,1060,835,1324,940
image7.png,2358,1350,not_tent,1865,621,1905,710
image7.png,2358,1350,not_tent,1982,211,2358,475
image7.png,2358,1350,not_tent,1992,1,2088,140
image7.png,2358,1350,not_tent,507,22,538,82
image7.png,2358,1350,not_tent,522,151,551,201
image7.png,2358,1350,not_tent,172,97,377,214
image7.png,2358,1350,not_tent,76,310,254,468
image7.png,2358,1350,not_tent,392,384,475,532
image7.png,2358,1350,tent,74,861,144,902
image7.png,2358,1350,tent,15,752,87,801
image7.png,2358,1350,tent,1152,574,1177,605
image7.png,2358,1350,not_tent,478,761,534,871
image7.png,2358,1350,not_tent,584,979,641,1032
image7.png,2358,1350,not_tent,793,975,831,1017
image7.png,2358,1350,not_tent,545,623,592,684
image7.png,2358,1350,not_tent,568,768,605,835
image7.png,2358,1350,not_tent,165,1046,242,1104
image7.png,2358,1350,not_tent,102,972,176,1023
image7.png,2358,1350,not_tent,79,814,142,860
image7.png,2358,1350,not_tent,311,274,408,355
image7.png,2358,1350,not_tent,285,356,346,442
image7.png,2358,1350,not_tent,196,35,299,89
image7.png,2358,1350,not_tent,474,101,517,166
image7.png,2358,1350,not_tent,997,15,1120,104
image7.png,2358,1350,not_tent,1744,178,1821,249
image7.png,2358,1350,not_tent,1793,902,1882,961
image7.png,2358,1350,not_tent,1736,978,1795,1022
image7.png,2358,1350,not_tent,1922,1157,1967,1204
image7.png,2358,1350,not_tent,2250,939,2312,1020
image7.png,2358,1350,not_tent,2199,765,2312,901
image5.png,2358,1350,tent,856,180,926,218
image5.png,2358,1350,tent,797,220,844,260
image5.png,2358,1350,tent,1063,253,1125,327
image5.png,2358,1350,tent,1119,245,1162,335
image5.png,2358,1350,tent,1165,238,1207,293
image5.png,2358,1350,tent,1159,290,1213,337
image5.png,2358,1350,tent,1286,337,1364,419
image5.png,2358,1350,tent,1223,354,1291,411
image5.png,2358,1350,tent,1208,408,1274,457
image5.png,2358,1350,tent,1237,465,1305,581
image5.png,2358,1350,tent,1135,358,1210,457
image5.png,2358,1350,tent,903,244,956,312
image5.png,2358,1350,tent,845,223,915,269
image5.png,2358,1350,tent,808,283,899,325
image5.png,2358,1350,tent,754,283,818,343
