filename,width,height,class,xmin,ymin,xmax,ymax
image_7.png,2358,1350,tent,633,564,709,629
image_7.png,2358,1350,tent,663,290,711,346
image_7.png,2358,1350,tent,622,116,671,187
image_7.png,2358,1350,tent,667,116,704,187
image_7.png,2358,1350,tent,783,196,837,245
image_7.png,2358,1350,tent,623,190,678,255
image_7.png,2358,1350,tent,937,241,988,288
image_7.png,2358,1350,tent,971,199,1009,232
image_7.png,2358,1350,tent,1044,145,1087,187
image_7.png,2358,1350,tent,1092,185,1156,230
image_7.png,2358,1350,tent,1097,128,1154,190
image_7.png,2358,1350,tent,1048,366,1122,419
image_7.png,2358,1350,tent,1043,321,1107,366
image_7.png,2358,1350,tent,963,309,1013,370
image_7.png,2358,1350,tent,797,345,846,396
image_7.png,2358,1350,tent,797,305,840,345
image_7.png,2358,1350,tent,796,238,833,300
image_7.png,2358,1350,tent,879,131,928,205
image_7.png,2358,1350,tent,1139,343,1185,416
image_7.png,2358,1350,tent,1137,293,1172,343
image_7.png,2358,1350,tent,1110,417,1183,492
image_7.png,2358,1350,tent,1144,484,1187,539
image_7.png,2358,1350,tent,1096,494,1148,550
image_7.png,2358,1350,tent,1030,501,1100,547
image_7.png,2358,1350,tent,1197,358,1254,424
image_7.png,2358,1350,tent,1240,257,1285,307
image_7.png,2358,1350,tent,1240,198,1291,246
image_7.png,2358,1350,tent,1370,224,1443,283
image_7.png,2358,1350,tent,1310,160,1344,210
image_7.png,2358,1350,tent,1276,378,1345,428
image_7.png,2358,1350,tent,1289,435,1326,514
image_7.png,2358,1350,tent,1339,392,1382,446
image_7.png,2358,1350,tent,1529,181,1567,228
image_7.png,2358,1350,tent,1470,217,1525,260
image_7.png,2358,1350,tent,1407,156,1441,200
image_7.png,2358,1350,tent,1346,270,1390,303
image_7.png,2358,1350,tent,1544,253,1574,294
image_7.png,2358,1350,tent,1573,277,1621,362
image_7.png,2358,1350,tent,1384,307,1445,365
image_7.png,2358,1350,tent,1309,299,1390,361
image_7.png,2358,1350,tent,1290,239,1339,305
image_7.png,2358,1350,tent,1424,348,1486,446
image_7.png,2358,1350,tent,1355,460,1404,512
image_7.png,2358,1350,tent,1355,585,1401,636
image_7.png,2358,1350,tent,1394,581,1441,629
image_7.png,2358,1350,tent,1496,615,1576,690
image_7.png,2358,1350,tent,1552,491,1586,526
image_7.png,2358,1350,tent,1603,392,1646,438
image_7.png,2358,1350,tent,1510,693,1560,750
image_7.png,2358,1350,tent,1655,759,1715,809
image_7.png,2358,1350,tent,1620,661,1660,697
image_7.png,2358,1350,tent,1596,621,1638,659
image_7.png,2358,1350,tent,1572,480,1617,501
image_7.png,2358,1350,tent,1500,299,1531,346
image_7.png,2358,1350,tent,1526,296,1572,337
image_7.png,2358,1350,tent,1473,701,1507,737
image_7.png,2358,1350,tent,1433,665,1476,729
image_7.png,2358,1350,tent,1437,587,1492,668
image_7.png,2358,1350,tent,1401,580,1433,627
image_7.png,2358,1350,tent,1397,630,1440,674
image_7.png,2358,1350,tent,1374,704,1406,747
image_7.png,2358,1350,tent,1296,716,1325,755
image_7.png,2358,1350,tent,1304,673,1344,711
image_7.png,2358,1350,tent,1251,653,1301,702
image_7.png,2358,1350,tent,1225,695,1264,734
image_7.png,2358,1350,tent,1190,705,1232,746
image_7.png,2358,1350,tent,1183,615,1225,659
image_7.png,2358,1350,tent,1142,573,1183,614
image_7.png,2358,1350,tent,1139,618,1186,660
image_7.png,2358,1350,tent,991,770,1042,815
image_7.png,2358,1350,tent,1042,769,1076,815
image_7.png,2358,1350,tent,1143,772,1177,808
image_7.png,2358,1350,tent,1073,714,1110,767
image_7.png,2358,1350,tent,1031,695,1081,765
image_7.png,2358,1350,tent,973,719,1042,764
image_7.png,2358,1350,tent,978,690,1041,728
image_7.png,2358,1350,tent,990,654,1033,685
image_7.png,2358,1350,tent,1010,618,1058,665
image_7.png,2358,1350,tent,933,523,1002,601
image_7.png,2358,1350,tent,1291,542,1364,597
image_7.png,2358,1350,tent,1441,456,1496,523
image_7.png,2358,1350,tent,1043,544,1102,597
image_7.png,2358,1350,tent,1405,763,1436,809
image_7.png,2358,1350,tent,1504,754,1560,807
image_7.png,2358,1350,tent,1228,484,1270,523
image_7.png,2358,1350,tent,1189,484,1229,533
image_7.png,2358,1350,tent,891,685,966,748
image_7.png,2358,1350,tent,883,762,930,810
image_7.png,2358,1350,tent,749,820,819,868
image_7.png,2358,1350,tent,696,832,751,886
image_7.png,2358,1350,tent,655,870,711,938
image_7.png,2358,1350,tent,609,735,650,776
image_7.png,2358,1350,tent,617,772,665,811
image_7.png,2358,1350,tent,634,705,675,754
image_7.png,2358,1350,tent,630,649,677,701
image_7.png,2358,1350,tent,632,475,717,566
image_7.png,2358,1350,tent,624,384,671,453
image_7.png,2358,1350,tent,667,410,715,475
image_7.png,2358,1350,tent,670,358,718,409
image_7.png,2358,1350,tent,716,354,750,404
image_7.png,2358,1350,tent,746,400,770,435
image_7.png,2358,1350,tent,740,433,775,461
